selected_function,protocol,seed,exp_id,overwrite_plate,passage_overwrite_plate,output_dir,save_function,save_composition,save_plate,function_lograte,composition_lograte,scale,n_inoc,rich_medium,monoculture,dilution,n_wells,n_propagation,n_transfer,n_transfer_selection,metacommunity_sampling,power_alpha,lognormal_mean,lognormal_sd,phi_distribution,phi_mean,phi_sd,phi_lower,phi_upper,ruggedness,function_ratio,binary_threshold,g0,cost_distribution,cost_mean,cost_sd,cost_lower,cost_upper,invader_index,invader_sampling,invader_strength,target_resource,directed_selection,knock_out,knock_in,knock_in_threshold,bottleneck,bottleneck_size,migration,n_migration,s_migration,coalescence,frac_coalescence,resource_shift,r_type,r_percent,sampling,sampling_D,fss,fsa,fsw,fas,faa,faw,fws,fwa,fww,sn,sf,Sgen,rn,rf,R0_food,food,supply,muc,sigc,c0,c1,q,sparsity,fs,fw,g,w,l,m,n,response,sigma_max,regulation,nreg,tau,r,S
f1_additive,simple_screening,5,rich_medium6-top_down_community-5,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,6,rich_medium6-monoculture-6,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,6,rich_medium6-top_down_community-6,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,7,rich_medium6-monoculture-7,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,7,rich_medium6-top_down_community-7,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,8,rich_medium6-monoculture-8,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,8,rich_medium6-top_down_community-8,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,9,rich_medium6-monoculture-9,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,9,rich_medium6-top_down_community-9,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,10,rich_medium6-monoculture-10,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,10,rich_medium6-top_down_community-10,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,11,rich_medium6-monoculture-11,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,11,rich_medium6-top_down_community-11,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,12,rich_medium6-monoculture-12,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,12,rich_medium6-top_down_community-12,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,13,rich_medium6-monoculture-13,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,13,rich_medium6-top_down_community-13,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,14,rich_medium6-monoculture-14,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,14,rich_medium6-top_down_community-14,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,15,rich_medium6-monoculture-15,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,15,rich_medium6-top_down_community-15,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,16,rich_medium6-monoculture-16,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,16,rich_medium6-top_down_community-16,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,17,rich_medium6-monoculture-17,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,17,rich_medium6-top_down_community-17,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,18,rich_medium6-monoculture-18,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,18,rich_medium6-top_down_community-18,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,19,rich_medium6-monoculture-19,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,19,rich_medium6-top_down_community-19,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,20,rich_medium6-monoculture-20,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,20,rich_medium6-top_down_community-20,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,700,3,0,10,3,1000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,1,rich_medium7-monoculture-1,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,2100,1,0,30,1,1000,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,1,rich_medium7-top_down_community-1,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,2100,1,0,30,1,1000,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,2,rich_medium7-monoculture-2,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,2100,1,0,30,1,1000,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,2,rich_medium7-top_down_community-2,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,2100,1,0,30,1,1000,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,3,rich_medium7-monoculture-3,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,2100,1,0,30,1,1000,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,3,rich_medium7-top_down_community-3,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,2100,1,0,30,1,1000,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,4,rich_medium7-monoculture-4,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,2100,1,0,30,1,1000,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,4,rich_medium7-top_down_community-4,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,2100,1,0,30,1,1000,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,5,rich_medium7-monoculture-5,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,2100,1,0,30,1,1000,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,5,rich_medium7-top_down_community-5,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,FALSE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,2100,1,0,30,1,1000,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
f1_additive,simple_screening,6,rich_medium7-monoculture-6,NA,False,/home/cc2553/project/invasion-network/data/set_rich_medium/,FALSE,True,False,1,1,1000000,1e+06,TRUE,TRUE,0.001,10,1,10,10,Power,0.01,NA,NA,Norm,0,1,0,1,0.8,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,1000000,NA,False,NA,False,NA,NA,Gamma,default,0.1,0.8,0.1,0.01,0.2,0.79,0.01,0.01,0.98,2100,1,0,30,1,1000,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.5,0,NA,type III,NA,NA,NA,NA,NA,100
